Source_Dataset,Original_Degree,Original_CGPA,ML_Degree_Code,ML_Spec_Code,ML_CGPA_Norm,ML_YoG,ML_Cert_Count
Academic Performance (V2),MIS,3.41,7,7,0.68,2011,0
Academic Performance (V2),MIS,3.28,7,7,0.66,2011,0
Academic Performance (V2),MIS,3.35,7,7,0.67,2011,0
Academic Performance (V2),MIS,4.57,7,7,0.91,2011,0
Academic Performance (V2),MIS,2.91,7,7,0.58,2011,0
Academic Performance (V2),MIS,2.94,7,7,0.59,2011,0
Academic Performance (V2),MIS,3.53,7,7,0.71,2011,0
Academic Performance (V2),MIS,3.47,7,7,0.69,2011,0
Academic Performance (V2),MIS,2.10,7,7,0.42,2013,0
Academic Performance (V2),MIS,3.52,7,7,0.7,2012,0
Academic Performance (V2),MIS,3.09,7,7,0.62,2012,0
Academic Performance (V2),MIS,4.00,7,7,0.8,2012,0
Academic Performance (V2),MIS,4.01,7,7,0.8,2012,0
Academic Performance (V2),MIS,4.33,7,7,0.87,2012,0
Academic Performance (V2),MIS,3.91,7,7,0.78,2012,0
Academic Performance (V2),MIS,4.11,7,7,0.82,2012,0
Academic Performance (V2),MIS,4.33,7,7,0.87,2012,0
Academic Performance (V2),MIS,2.69,7,7,0.54,2012,0
Academic Performance (V2),MIS,3.32,7,7,0.66,2012,0
Academic Performance (V2),MIS,3.50,7,7,0.7,2012,0
Academic Performance (V2),MIS,3.31,7,7,0.66,2012,0
Academic Performance (V2),MIS,3.40,7,7,0.68,2012,0
Academic Performance (V2),MIS,4.04,7,7,0.81,2012,0
Academic Performance (V2),MIS,3.16,7,7,0.63,2012,0
Academic Performance (V2),MIS,4.55,7,7,0.91,2012,0
Academic Performance (V2),MIS,4.54,7,7,0.91,2012,0
Academic Performance (V2),MIS,3.58,7,7,0.72,2012,0
Academic Performance (V2),MIS,3.50,7,7,0.7,2012,0
Academic Performance (V2),MIS,2.96,7,7,0.59,2012,0
Academic Performance (V2),MIS,4.12,7,7,0.82,2012,0
Academic Performance (V2),MIS,3.73,7,7,0.75,2012,0
Academic Performance (V2),MIS,2.52,7,7,0.5,2014,0
Academic Performance (V2),MIS,3.52,7,7,0.7,2012,0
Academic Performance (V2),MIS,3.18,7,7,0.64,2012,0
Academic Performance (V2),MIS,3.78,7,7,0.76,2012,0
Academic Performance (V2),MIS,3.35,7,7,0.67,2012,0
Academic Performance (V2),MIS,3.84,7,7,0.77,2012,0
Academic Performance (V2),MIS,2.91,7,7,0.58,2012,0
Academic Performance (V2),MIS,2.73,7,7,0.55,2012,0
Academic Performance (V2),MIS,2.73,7,7,0.55,2012,0
Academic Performance (V2),MIS,3.56,7,7,0.71,2012,0
Academic Performance (V2),MIS,3.66,7,7,0.73,2012,0
Academic Performance (V2),MIS,2.25,7,7,0.45,2012,0
Academic Performance (V2),MIS,3.58,7,7,0.72,2012,0
Academic Performance (V2),MIS,4.12,7,7,0.82,2012,0
Academic Performance (V2),MIS,2.70,7,7,0.54,2012,0
Academic Performance (V2),MIS,3.06,7,7,0.61,2012,0
Academic Performance (V2),MIS,3.27,7,7,0.65,2012,0
Academic Performance (V2),MIS,2.24,7,7,0.45,2013,0
Academic Performance (V2),MIS,3.39,7,7,0.68,2012,0
Academic Performance (V2),MIS,3.03,7,7,0.61,2013,0
Academic Performance (V2),MIS,3.43,7,7,0.69,2012,0
Academic Performance (V2),MIS,3.08,7,7,0.62,2012,0
Academic Performance (V2),MIS,3.44,7,7,0.69,2012,0
Academic Performance (V2),MIS,4.12,7,7,0.82,2012,0
Academic Performance (V2),MIS,4.11,7,7,0.82,2012,0
Academic Performance (V2),MIS,3.03,7,7,0.61,2012,0
Academic Performance (V2),MIS,3.69,7,7,0.74,2012,0
Academic Performance (V2),MIS,2.05,7,7,0.41,2013,0
Academic Performance (V2),MIS,2.88,7,7,0.58,2012,0
Academic Performance (V2),MIS,3.51,7,7,0.7,2012,0
Academic Performance (V2),MIS,2.81,7,7,0.56,2012,0
Academic Performance (V2),MIS,2.19,7,7,0.44,2013,0
Academic Performance (V2),MIS,3.51,7,7,0.7,2012,0
Academic Performance (V2),MIS,3.53,7,7,0.71,2012,0
Academic Performance (V2),MIS,4.11,7,7,0.82,2012,0
Academic Performance (V2),MIS,2.35,7,7,0.47,2013,0
Academic Performance (V2),MIS,3.05,7,7,0.61,2012,0
Academic Performance (V2),MIS,3.04,7,7,0.61,2012,0
Academic Performance (V2),MIS,1.70,7,7,0.34,2014,0
Academic Performance (V2),MIS,3.63,7,7,0.73,2012,0
Academic Performance (V2),MIS,2.04,7,7,0.41,2013,0
Academic Performance (V2),MIS,2.43,7,7,0.49,2013,0
Academic Performance (V2),MIS,4.03,7,7,0.81,2012,0
Academic Performance (V2),MIS,3.65,7,7,0.73,2012,0
Academic Performance (V2),MIS,3.70,7,7,0.74,2012,0
Academic Performance (V2),MIS,2.96,7,7,0.59,2013,0
Academic Performance (V2),MIS,2.25,7,7,0.45,2013,0
Academic Performance (V2),MIS,1.90,7,7,0.38,2013,0
Academic Performance (V2),MIS,3.26,7,7,0.65,2012,0
Academic Performance (V2),MIS,4.27,7,7,0.85,2012,0
Academic Performance (V2),MIS,2.64,7,7,0.53,2012,0
Academic Performance (V2),MIS,2.79,7,7,0.56,2012,0
Academic Performance (V2),MIS,4.05,7,7,0.81,2012,0
Academic Performance (V2),MIS,3.54,7,7,0.71,2012,0
Academic Performance (V2),MIS,4.55,7,7,0.91,2013,0
Academic Performance (V2),MIS,3.02,7,7,0.6,2013,0
Academic Performance (V2),MIS,1.97,7,7,0.39,2014,0
Academic Performance (V2),MIS,3.71,7,7,0.74,2013,0
Academic Performance (V2),MIS,3.80,7,7,0.76,2013,0
Academic Performance (V2),MIS,2.86,7,7,0.57,2013,0
Academic Performance (V2),MIS,2.55,7,7,0.51,2013,0
Academic Performance (V2),MIS,2.81,7,7,0.56,2013,0
Academic Performance (V2),MIS,3.03,7,7,0.61,2013,0
Academic Performance (V2),MIS,3.58,7,7,0.72,2013,0
Academic Performance (V2),MIS,3.34,7,7,0.67,2013,0
Academic Performance (V2),MIS,2.78,7,7,0.56,2013,0
Academic Performance (V2),MIS,3.99,7,7,0.8,2013,0
Academic Performance (V2),MIS,3.33,7,7,0.67,2013,0
Academic Performance (V2),MIS,3.01,7,7,0.6,2013,0
Academic Performance (V2),MIS,3.23,7,7,0.65,2013,0
Academic Performance (V2),MIS,2.79,7,7,0.56,2013,0
Academic Performance (V2),MIS,3.22,7,7,0.64,2013,0
Academic Performance (V2),MIS,2.47,7,7,0.49,2013,0
Academic Performance (V2),MIS,4.52,7,7,0.9,2013,0
Academic Performance (V2),MIS,3.72,7,7,0.74,2013,0
Academic Performance (V2),MIS,3.54,7,7,0.71,2013,0
Academic Performance (V2),MIS,3.31,7,7,0.66,2013,0
Academic Performance (V2),MIS,3.12,7,7,0.62,2013,0
Academic Performance (V2),MIS,3.01,7,7,0.6,2013,0
Academic Performance (V2),MIS,3.12,7,7,0.62,2013,0
Academic Performance (V2),MIS,2.52,7,7,0.5,2013,0
Academic Performance (V2),MIS,2.94,7,7,0.59,2013,0
Academic Performance (V2),MIS,3.39,7,7,0.68,2013,0
Academic Performance (V2),MIS,2.65,7,7,0.53,2013,0
Academic Performance (V2),MIS,4.59,7,7,0.92,2013,0
Academic Performance (V2),MIS,4.04,7,7,0.81,2013,0
Academic Performance (V2),MIS,2.96,7,7,0.59,2013,0
Academic Performance (V2),MIS,3.78,7,7,0.76,2013,0
Academic Performance (V2),MIS,3.71,7,7,0.74,2013,0
Academic Performance (V2),MIS,2.43,7,7,0.49,2013,0
Academic Performance (V2),MIS,1.96,7,7,0.39,2014,0
Academic Performance (V2),MIS,2.45,7,7,0.49,2013,0
Academic Performance (V2),MIS,4.11,7,7,0.82,2013,0
Academic Performance (V2),MIS,2.85,7,7,0.57,2013,0
Academic Performance (V2),MIS,2.43,7,7,0.49,2014,0
Academic Performance (V2),MIS,3.02,7,7,0.6,2013,0
Academic Performance (V2),MIS,2.69,7,7,0.54,2013,0
Academic Performance (V2),MIS,3.68,7,7,0.74,2013,0
Academic Performance (V2),MIS,3.10,7,7,0.62,2013,0
Academic Performance (V2),MIS,4.41,7,7,0.88,2013,0
Academic Performance (V2),MIS,2.98,7,7,0.6,2013,0
Academic Performance (V2),MIS,2.00,7,7,0.4,2014,0
Academic Performance (V2),MIS,4.21,7,7,0.84,2013,0
Academic Performance (V2),MIS,3.66,7,7,0.73,2013,0
Academic Performance (V2),MIS,2.30,7,7,0.46,2014,0
Academic Performance (V2),MIS,2.05,7,7,0.41,2014,0
Academic Performance (V2),MIS,2.73,7,7,0.55,2013,0
Academic Performance (V2),MIS,2.27,7,7,0.45,2013,0
Academic Performance (V2),MIS,3.62,7,7,0.72,2013,0
Academic Performance (V2),MIS,3.86,7,7,0.77,2013,0
Academic Performance (V2),MIS,4.41,7,7,0.88,2013,0
Academic Performance (V2),MIS,3.89,7,7,0.78,2013,0
Academic Performance (V2),MIS,2.15,7,7,0.43,2013,0
Academic Performance (V2),MIS,3.10,7,7,0.62,2013,0
Academic Performance (V2),MIS,2.83,7,7,0.57,2013,0
Academic Performance (V2),MIS,3.50,7,7,0.7,2013,0
Academic Performance (V2),MIS,3.65,7,7,0.73,2013,0
Academic Performance (V2),MIS,4.45,7,7,0.89,2013,0
Academic Performance (V2),MIS,2.07,7,7,0.41,2013,0
Academic Performance (V2),MIS,3.25,7,7,0.65,2013,0
Academic Performance (V2),MIS,3.75,7,7,0.75,2013,0
Academic Performance (V2),MIS,3.09,7,7,0.62,2013,0
Academic Performance (V2),MIS,3.12,7,7,0.62,2013,0
Academic Performance (V2),MIS,3.19,7,7,0.64,2013,0
Academic Performance (V2),MIS,3.82,7,7,0.76,2013,0
Academic Performance (V2),MIS,2.85,7,7,0.57,2013,0
Academic Performance (V2),MIS,2.88,7,7,0.58,2013,0
Academic Performance (V2),MIS,3.28,7,7,0.66,2013,0
Academic Performance (V2),MIS,2.87,7,7,0.57,2013,0
Academic Performance (V2),MIS,2.86,7,7,0.57,2013,0
Academic Performance (V2),MIS,2.74,7,7,0.55,2013,0
Academic Performance (V2),MIS,2.24,7,7,0.45,2014,0
Academic Performance (V2),MIS,3.49,7,7,0.7,2013,0
Academic Performance (V2),MIS,2.74,7,7,0.55,2013,0
Academic Performance (V2),MIS,4.57,7,7,0.91,2013,0
Academic Performance (V2),MIS,3.22,7,7,0.64,2013,0
Academic Performance (V2),MIS,3.26,7,7,0.65,2013,0
Academic Performance (V2),MIS,3.69,7,7,0.74,2013,0
Academic Performance (V2),MIS,3.80,7,7,0.76,2014,0
Academic Performance (V2),MIS,3.84,7,7,0.77,2014,0
Academic Performance (V2),MIS,2.75,7,7,0.55,2014,0
Academic Performance (V2),MIS,3.50,7,7,0.7,2014,0
Academic Performance (V2),MIS,3.97,7,7,0.79,2014,0
Academic Performance (V2),MIS,3.87,7,7,0.77,2014,0
Academic Performance (V2),MIS,3.55,7,7,0.71,2014,0
Academic Performance (V2),MIS,3.40,7,7,0.68,2014,0
Academic Performance (V2),MIS,3.60,7,7,0.72,2014,0
Academic Performance (V2),MIS,3.87,7,7,0.77,2014,0
Academic Performance (V2),MIS,4.48,7,7,0.9,2014,0
Academic Performance (V2),MIS,3.50,7,7,0.7,2014,0
Academic Performance (V2),MIS,3.68,7,7,0.74,2014,0
Academic Performance (V2),MIS,3.91,7,7,0.78,2014,0
Academic Performance (V2),MIS,3.42,7,7,0.68,2014,0
Academic Performance (V2),MIS,3.16,7,7,0.63,2014,0
Academic Performance (V2),MIS,4.01,7,7,0.8,2014,0
Academic Performance (V2),MIS,3.94,7,7,0.79,2014,0
Academic Performance (V2),MIS,3.12,7,7,0.62,2014,0
Academic Performance (V2),MIS,3.59,7,7,0.72,2014,0
Academic Performance (V2),MIS,4.51,7,7,0.9,2014,0
Academic Performance (V2),MIS,4.34,7,7,0.87,2014,0
Academic Performance (V2),MIS,4.38,7,7,0.88,2014,0
Academic Performance (V2),MIS,3.19,7,7,0.64,2014,0
Academic Performance (V2),MIS,3.56,7,7,0.71,2014,0
Academic Performance (V2),MIS,4.24,7,7,0.85,2014,0
Academic Performance (V2),MIS,2.80,7,7,0.56,2014,0
Academic Performance (V2),MIS,3.41,7,7,0.68,2014,0
Academic Performance (V2),MIS,3.64,7,7,0.73,2014,0
Academic Performance (V2),MIS,2.78,7,7,0.56,2014,0
Academic Performance (V2),MIS,3.79,7,7,0.76,2014,0
Academic Performance (V2),MIS,2.52,7,7,0.5,2014,0
Academic Performance (V2),MIS,3.33,7,7,0.67,2014,0
Academic Performance (V2),MIS,4.71,7,7,0.94,2014,0
Academic Performance (V2),MIS,1.94,7,7,0.39,2010,0
Academic Performance (V2),MIS,2.17,7,7,0.43,2010,0
Academic Performance (V2),CEN,1.87,1,1,0.37,2011,0
Academic Performance (V2),CEN,3.36,1,1,0.67,2010,0
Academic Performance (V2),CEN,2.40,1,1,0.48,2010,0
Academic Performance (V2),CEN,2.40,1,1,0.48,2010,0
Academic Performance (V2),CEN,1.89,1,1,0.38,2010,0
Academic Performance (V2),CEN,4.10,1,1,0.82,2011,0
Academic Performance (V2),CEN,4.11,1,1,0.82,2010,0
Academic Performance (V2),CEN,2.59,1,1,0.52,2010,0
Academic Performance (V2),CEN,3.54,1,1,0.71,2010,0
Academic Performance (V2),CEN,1.92,1,1,0.38,2012,0
Academic Performance (V2),CEN,3.75,1,1,0.75,2010,0
Academic Performance (V2),CEN,4.51,1,1,0.9,2010,0
Academic Performance (V2),CEN,4.30,1,1,0.86,2010,0
Academic Performance (V2),CEN,3.91,1,1,0.78,2010,0
Academic Performance (V2),CEN,3.46,1,1,0.69,2010,0
Academic Performance (V2),CEN,4.25,1,1,0.85,2010,0
Academic Performance (V2),CEN,4.65,1,1,0.93,2010,0
Academic Performance (V2),CEN,4.11,1,1,0.82,2010,0
Academic Performance (V2),CEN,3.63,1,1,0.73,2010,0
Academic Performance (V2),CEN,3.26,1,1,0.65,2010,0
Academic Performance (V2),CEN,4.39,1,1,0.88,2010,0
Academic Performance (V2),CEN,1.87,1,1,0.37,2012,0
Academic Performance (V2),CEN,4.20,1,1,0.84,2010,0
Academic Performance (V2),CEN,2.91,1,1,0.58,2010,0
Academic Performance (V2),CEN,3.80,1,1,0.76,2010,0
Academic Performance (V2),CEN,2.83,1,1,0.57,2011,0
Academic Performance (V2),CEN,4.27,1,1,0.85,2010,0
Academic Performance (V2),CEN,2.25,1,1,0.45,2010,0
Academic Performance (V2),CEN,3.23,1,1,0.65,2010,0
Academic Performance (V2),CEN,4.01,1,1,0.8,2010,0
Academic Performance (V2),CEN,3.57,1,1,0.71,2010,0
Academic Performance (V2),CEN,2.31,1,1,0.46,2010,0
Academic Performance (V2),CEN,3.59,1,1,0.72,2010,0
Academic Performance (V2),CEN,3.30,1,1,0.66,2010,0
Academic Performance (V2),CEN,2.92,1,1,0.58,2010,0
Academic Performance (V2),CEN,3.52,1,1,0.7,2010,0
Academic Performance (V2),CEN,2.18,1,1,0.44,2011,0
Academic Performance (V2),CEN,3.21,1,1,0.64,2010,0
Academic Performance (V2),CEN,2.31,1,1,0.46,2011,0
Academic Performance (V2),CEN,3.74,1,1,0.75,2010,0
Academic Performance (V2),CEN,4.02,1,1,0.8,2010,0
Academic Performance (V2),CEN,2.03,1,1,0.41,2010,0
Academic Performance (V2),CEN,3.91,1,1,0.78,2010,0
Academic Performance (V2),CEN,3.64,1,1,0.73,2010,0
Academic Performance (V2),CEN,4.57,1,1,0.91,2010,0
Academic Performance (V2),CEN,1.99,1,1,0.4,2011,0
Academic Performance (V2),CEN,3.77,1,1,0.75,2010,0
Academic Performance (V2),CEN,2.36,1,1,0.47,2011,0
Academic Performance (V2),CEN,3.14,1,1,0.63,2010,0
Academic Performance (V2),CEN,3.54,1,1,0.71,2010,0
Academic Performance (V2),CEN,2.31,1,1,0.46,2011,0
Academic Performance (V2),CEN,4.07,1,1,0.81,2010,0
Academic Performance (V2),CEN,3.78,1,1,0.76,2010,0
Academic Performance (V2),CEN,3.76,1,1,0.75,2010,0
Academic Performance (V2),CEN,4.78,1,1,0.96,2010,0
Academic Performance (V2),CEN,3.97,1,1,0.79,2010,0
Academic Performance (V2),CEN,3.58,1,1,0.72,2010,0
Academic Performance (V2),CEN,3.71,1,1,0.74,2010,0
Academic Performance (V2),CEN,3.77,1,1,0.75,2011,0
Academic Performance (V2),CEN,2.86,1,1,0.57,2010,0
Academic Performance (V2),CEN,4.30,1,1,0.86,2010,0
Academic Performance (V2),CEN,2.61,1,1,0.52,2010,0
Academic Performance (V2),CEN,3.78,1,1,0.76,2010,0
Academic Performance (V2),CEN,4.47,1,1,0.89,2010,0
Academic Performance (V2),CEN,3.99,1,1,0.8,2010,0
Academic Performance (V2),CEN,4.33,1,1,0.87,2010,0
Academic Performance (V2),CEN,3.67,1,1,0.73,2010,0
Academic Performance (V2),CEN,4.78,1,1,0.96,2010,0
Academic Performance (V2),CEN,3.79,1,1,0.76,2011,0
Academic Performance (V2),CEN,2.69,1,1,0.54,2011,0
Academic Performance (V2),CEN,3.04,1,1,0.61,2011,0
Academic Performance (V2),CEN,2.69,1,1,0.54,2011,0
Academic Performance (V2),CEN,3.75,1,1,0.75,2011,0
Academic Performance (V2),CEN,2.37,1,1,0.47,2013,0
Academic Performance (V2),CEN,4.18,1,1,0.84,2011,0
Academic Performance (V2),CEN,3.70,1,1,0.74,2011,0
Academic Performance (V2),CEN,2.60,1,1,0.52,2011,0
Academic Performance (V2),CEN,2.34,1,1,0.47,2011,0
Academic Performance (V2),CEN,4.29,1,1,0.86,2011,0
Academic Performance (V2),CEN,2.97,1,1,0.59,2011,0
Academic Performance (V2),CEN,4.20,1,1,0.84,2011,0
Academic Performance (V2),CEN,4.22,1,1,0.84,2011,0
Academic Performance (V2),CEN,3.26,1,1,0.65,2011,0
Academic Performance (V2),CEN,4.29,1,1,0.86,2011,0
Academic Performance (V2),CEN,1.88,1,1,0.38,2013,0
Academic Performance (V2),CEN,3.21,1,1,0.64,2011,0
Academic Performance (V2),CEN,4.16,1,1,0.83,2011,0
Academic Performance (V2),CEN,3.55,1,1,0.71,2011,0
Academic Performance (V2),CEN,3.75,1,1,0.75,2011,0
Academic Performance (V2),CEN,3.56,1,1,0.71,2011,0
Academic Performance (V2),CEN,2.95,1,1,0.59,2011,0
Academic Performance (V2),CEN,3.14,1,1,0.63,2012,0
Academic Performance (V2),CEN,3.40,1,1,0.68,2012,0
Academic Performance (V2),CEN,3.31,1,1,0.66,2012,0
Academic Performance (V2),CEN,4.14,1,1,0.83,2012,0
Academic Performance (V2),CEN,3.00,1,1,0.6,2012,0
Academic Performance (V2),CEN,3.95,1,1,0.79,2012,0
Academic Performance (V2),CEN,3.49,1,1,0.7,2012,0
Academic Performance (V2),CEN,3.71,1,1,0.74,2012,0
Academic Performance (V2),CEN,3.31,1,1,0.66,2012,0
Academic Performance (V2),CEN,2.71,1,1,0.54,2012,0
Academic Performance (V2),CEN,2.75,1,1,0.55,2012,0
Academic Performance (V2),CEN,3.91,1,1,0.78,2012,0
Academic Performance (V2),CEN,4.63,1,1,0.93,2012,0
Academic Performance (V2),CEN,3.48,1,1,0.7,2012,0
Academic Performance (V2),CEN,3.73,1,1,0.75,2012,0
Academic Performance (V2),CEN,4.54,1,1,0.91,2012,0
Academic Performance (V2),CEN,4.06,1,1,0.81,2012,0
Academic Performance (V2),CEN,3.84,1,1,0.77,2012,0
Academic Performance (V2),CEN,3.06,1,1,0.61,2012,0
Academic Performance (V2),CEN,4.11,1,1,0.82,2012,0
Academic Performance (V2),CEN,2.36,1,1,0.47,2013,0
Academic Performance (V2),CEN,3.54,1,1,0.71,2012,0
Academic Performance (V2),CEN,3.59,1,1,0.72,2012,0
Academic Performance (V2),CEN,2.70,1,1,0.54,2012,0
Academic Performance (V2),CEN,4.49,1,1,0.9,2012,0
Academic Performance (V2),CEN,4.48,1,1,0.9,2012,0
Academic Performance (V2),CEN,3.78,1,1,0.76,2012,0
Academic Performance (V2),CEN,3.19,1,1,0.64,2012,0
Academic Performance (V2),CEN,2.60,1,1,0.52,2012,0
Academic Performance (V2),CEN,4.29,1,1,0.86,2012,0
Academic Performance (V2),CEN,3.19,1,1,0.64,2012,0
Academic Performance (V2),CEN,3.66,1,1,0.73,2012,0
Academic Performance (V2),CEN,3.56,1,1,0.71,2012,0
Academic Performance (V2),CEN,3.71,1,1,0.74,2012,0
Academic Performance (V2),CEN,3.80,1,1,0.76,2012,0
Academic Performance (V2),CEN,3.85,1,1,0.77,2012,0
Academic Performance (V2),CEN,3.29,1,1,0.66,2012,0
Academic Performance (V2),CEN,2.70,1,1,0.54,2012,0
Academic Performance (V2),CEN,4.06,1,1,0.81,2012,0
Academic Performance (V2),CEN,2.30,1,1,0.46,2013,0
Academic Performance (V2),CEN,3.21,1,1,0.64,2012,0
Academic Performance (V2),CEN,2.72,1,1,0.54,2012,0
Academic Performance (V2),CEN,3.94,1,1,0.79,2012,0
Academic Performance (V2),CEN,3.68,1,1,0.74,2012,0
Academic Performance (V2),CEN,3.82,1,1,0.76,2012,0
Academic Performance (V2),CEN,3.76,1,1,0.75,2013,0
Academic Performance (V2),CEN,3.06,1,1,0.61,2013,0
Academic Performance (V2),CEN,3.91,1,1,0.78,2013,0
Academic Performance (V2),CEN,2.75,1,1,0.55,2013,0
Academic Performance (V2),CEN,3.21,1,1,0.64,2013,0
Academic Performance (V2),CEN,4.09,1,1,0.82,2013,0
Academic Performance (V2),CEN,2.71,1,1,0.54,2014,0
Academic Performance (V2),CEN,4.63,1,1,0.93,2013,0
Academic Performance (V2),CEN,3.44,1,1,0.69,2013,0
Academic Performance (V2),CEN,3.57,1,1,0.71,2013,0
Academic Performance (V2),CEN,3.44,1,1,0.69,2013,0
Academic Performance (V2),CEN,3.48,1,1,0.7,2013,0
Academic Performance (V2),CEN,3.09,1,1,0.62,2013,0
Academic Performance (V2),CEN,3.74,1,1,0.75,2013,0
Academic Performance (V2),CEN,3.70,1,1,0.74,2013,0
Academic Performance (V2),CEN,3.33,1,1,0.67,2013,0
Academic Performance (V2),CEN,4.75,1,1,0.95,2013,0
Academic Performance (V2),CEN,3.49,1,1,0.7,2013,0
Academic Performance (V2),CEN,3.88,1,1,0.78,2013,0
Academic Performance (V2),CEN,2.65,1,1,0.53,2013,0
Academic Performance (V2),CEN,2.98,1,1,0.6,2013,0
Academic Performance (V2),CEN,4.64,1,1,0.93,2013,0
Academic Performance (V2),CEN,4.46,1,1,0.89,2013,0
Academic Performance (V2),CEN,3.83,1,1,0.77,2013,0
Academic Performance (V2),CEN,2.41,1,1,0.48,2014,0
Academic Performance (V2),CEN,3.21,1,1,0.64,2013,0
Academic Performance (V2),CEN,2.16,1,1,0.43,2014,0
Academic Performance (V2),CEN,3.69,1,1,0.74,2013,0
Academic Performance (V2),CEN,3.73,1,1,0.75,2013,0
Academic Performance (V2),CEN,4.00,1,1,0.8,2013,0
Academic Performance (V2),CEN,3.23,1,1,0.65,2013,0
Academic Performance (V2),CEN,3.72,1,1,0.74,2013,0
Academic Performance (V2),CEN,4.12,1,1,0.82,2013,0
Academic Performance (V2),CEN,2.91,1,1,0.58,2013,0
Academic Performance (V2),CEN,3.82,1,1,0.76,2013,0
Academic Performance (V2),CEN,3.08,1,1,0.62,2013,0
Academic Performance (V2),CEN,2.72,1,1,0.54,2013,0
Academic Performance (V2),CEN,3.59,1,1,0.72,2013,0
Academic Performance (V2),CEN,3.99,1,1,0.8,2013,0
Academic Performance (V2),CEN,4.32,1,1,0.86,2013,0
Academic Performance (V2),CEN,3.48,1,1,0.7,2013,0
Academic Performance (V2),CEN,4.67,1,1,0.93,2013,0
Academic Performance (V2),CEN,4.39,1,1,0.88,2013,0
Academic Performance (V2),CEN,2.95,1,1,0.59,2013,0
Academic Performance (V2),CEN,4.46,1,1,0.89,2013,0
Academic Performance (V2),CEN,2.88,1,1,0.58,2013,0
Academic Performance (V2),CEN,4.46,1,1,0.89,2013,0
Academic Performance (V2),CEN,3.22,1,1,0.64,2013,0
Academic Performance (V2),CEN,3.36,1,1,0.67,2013,0
Academic Performance (V2),CEN,2.84,1,1,0.57,2013,0
Academic Performance (V2),CEN,3.37,1,1,0.67,2014,0
Academic Performance (V2),CEN,4.36,1,1,0.87,2014,0
Academic Performance (V2),CEN,3.25,1,1,0.65,2014,0
Academic Performance (V2),CEN,4.30,1,1,0.86,2014,0
Academic Performance (V2),CEN,4.26,1,1,0.85,2014,0
Academic Performance (V2),CEN,3.59,1,1,0.72,2014,0
Academic Performance (V2),CEN,3.76,1,1,0.75,2014,0
Academic Performance (V2),CEN,4.52,1,1,0.9,2014,0
Academic Performance (V2),CEN,4.13,1,1,0.83,2014,0
Academic Performance (V2),CEN,3.51,1,1,0.7,2014,0
Academic Performance (V2),CEN,3.49,1,1,0.7,2014,0
Academic Performance (V2),CEN,3.84,1,1,0.77,2014,0
Academic Performance (V2),CEN,3.83,1,1,0.77,2014,0
Academic Performance (V2),CEN,3.64,1,1,0.73,2014,0
Academic Performance (V2),CEN,4.30,1,1,0.86,2014,0
Academic Performance (V2),CEN,2.82,1,1,0.56,2014,0
Academic Performance (V2),CEN,3.49,1,1,0.7,2014,0
Academic Performance (V2),CEN,3.76,1,1,0.75,2014,0
Academic Performance (V2),CEN,3.60,1,1,0.72,2014,0
Academic Performance (V2),CEN,4.31,1,1,0.86,2014,0
Academic Performance (V2),CEN,3.81,1,1,0.76,2014,0
Academic Performance (V2),CEN,3.83,1,1,0.77,2014,0
Academic Performance (V2),CEN,3.40,1,1,0.68,2014,0
Academic Performance (V2),CEN,3.78,1,1,0.76,2014,0
Academic Performance (V2),CEN,4.09,1,1,0.82,2014,0
Academic Performance (V2),CEN,4.14,1,1,0.83,2014,0
Academic Performance (V2),CEN,4.22,1,1,0.84,2014,0
Academic Performance (V2),CEN,4.15,1,1,0.83,2014,0
Academic Performance (V2),CEN,3.15,1,1,0.63,2014,0
Academic Performance (V2),CEN,3.35,1,1,0.67,2014,0
Academic Performance (V2),CEN,4.66,1,1,0.93,2014,0
Academic Performance (V2),CEN,3.96,1,1,0.79,2014,0
Academic Performance (V2),CEN,3.44,1,1,0.69,2014,0
Academic Performance (V2),CEN,3.65,1,1,0.73,2014,0
Academic Performance (V2),CEN,3.69,1,1,0.74,2014,0
Academic Performance (V2),CEN,4.50,1,1,0.9,2014,0
Academic Performance (V2),CEN,3.74,1,1,0.75,2014,0
Academic Performance (V2),CEN,3.71,1,1,0.74,2014,0
Academic Performance (V2),CEN,4.20,1,1,0.84,2014,0
Academic Performance (V2),CEN,4.19,1,1,0.84,2014,0
Academic Performance (V2),CEN,3.85,1,1,0.77,2014,0
Academic Performance (V2),CEN,3.38,1,1,0.68,2014,0
Academic Performance (V2),CEN,4.15,1,1,0.83,2014,0
Academic Performance (V2),CEN,4.34,1,1,0.87,2014,0
Academic Performance (V2),CEN,3.43,1,1,0.69,2014,0
Academic Performance (V2),CEN,3.42,1,1,0.68,2014,0
Academic Performance (V2),CEN,2.28,1,1,0.46,2011,0
Academic Performance (V2),CEN,1.97,1,1,0.39,2010,0
Academic Performance (V2),CEN,1.97,1,1,0.39,2010,0
Academic Performance (V2),CEN,1.86,1,1,0.37,2010,0
Academic Performance (V2),CEN,1.84,1,1,0.37,2010,0
Academic Performance (V2),EEE,2.33,2,4,0.47,2010,0
Academic Performance (V2),EEE,2.36,2,4,0.47,2010,0
Academic Performance (V2),EEE,2.07,2,4,0.41,2011,0
Academic Performance (V2),EEE,1.73,2,4,0.35,2011,0
Academic Performance (V2),EEE,3.10,2,4,0.62,2010,0
Academic Performance (V2),EEE,1.94,2,4,0.39,2012,0
Academic Performance (V2),EEE,2.39,2,4,0.48,2010,0
